UserID,MovieID,Rating,Timestamp
6040,858,4,956703932
6040,2384,4,956703954
6040,593,5,956703954
6040,1961,4,956703977
6040,2019,5,956703977
6040,1419,3,956704056
6040,213,5,956704056
6040,3111,5,956704056
6040,573,4,956704056
6040,3505,4,956704056
6040,1734,2,956704081
6040,2503,5,956704191
6040,919,5,956704191
6040,912,5,956704191
6040,527,5,956704219
6040,1252,5,956704257
6040,649,5,956704257
6040,318,4,956704257
6040,3289,5,956704305
6040,759,5,956704448
6040,2858,4,956704475
6040,608,4,956704475
6040,2396,3,956704475
6040,2028,5,956704519
6040,326,4,956704519
6040,1649,5,956704519
6040,17,3,956704584
6040,2762,4,956704584
6040,34,4,956704584
6040,246,5,956704613
6040,2692,4,956704656
6040,1617,4,956704673
6040,300,2,956704716
6040,1392,5,956704716
6040,1111,5,956704716
6040,150,3,956704716
6040,562,5,956704746
6040,549,4,956704746
6040,1554,2,956704788
6040,265,3,956704788
6040,448,4,956704788
6040,866,4,956704788
6040,1537,5,956704788
6040,2324,3,956704829
6040,1358,3,956704829
6040,235,2,956704854
6040,247,2,956704854
6040,446,4,956704854
6040,1704,3,956704887
6040,1094,5,956704887
6040,50,4,956704911
6040,45,3,956704953
6040,162,4,956704953
6040,348,2,956704972
6040,508,4,956704972
6040,1089,4,956704996
6040,589,4,956704996
6040,58,5,956705033
6040,1694,3,956705056
6040,2580,4,956705056
6040,1834,4,956705073
6040,2391,4,956705112
6040,290,4,956705162
6040,1641,4,956705185
6040,357,3,956705185
6040,1225,3,956715288
6040,1299,3,956715288
6040,1189,5,956715288
6040,2020,3,956715288
6040,541,4,956715288
6040,2512,5,956715383
6040,3094,2,956715383
6040,1217,3,956715383
6040,2859,4,956715383
6040,1293,2,956715383
6040,3543,4,956715383
6040,3067,4,956715383
6040,1296,2,956715383
6040,1231,2,956715421
6040,1259,3,956715421
6040,1240,3,956715421
6040,3424,2,956715421
6040,1300,5,956715421
6040,1199,5,956715455
6040,1198,3,956715455
6040,1196,3,956715455
6040,1036,3,956715455
6040,3361,2,956715455
6040,2349,4,956715455
6040,3068,3,956715490
6040,1307,5,956715490
6040,1288,5,956715490
6040,1242,3,956715490
6040,1394,3,956715518
6040,1090,3,956715518
6040,1097,4,956715569
6040,1185,5,956715569
6040,1975,1,956715569
6040,1150,5,956715569
6040,2791,4,956715569
6040,1962,3,956715569
6040,3521,5,956715569
6040,3072,3,956715597
6040,1960,4,956715597
6040,1200,3,956715597
6040,3039,2,956715622
6040,1285,4,956715622
6040,1096,4,956715648
6040,1079,2,956715648
6040,2348,2,956715648
6040,2070,4,956715676
6040,2076,5,956715676
6040,2312,3,956715714
6040,1374,4,956715714
6040,2987,1,956715714
6040,1376,2,956715805
6040,2872,4,956715805
6040,1210,2,956715805
6040,3070,3,956715805
6040,2716,2,956715805
6040,2150,3,956715834
6040,1246,3,956715834
6040,3422,3,956715865
6040,2455,3,956715865
6040,2750,2,956715865
6040,1965,4,956715865
6040,3101,4,956715865
6040,1321,3,956715888
6040,1305,4,956715888
6040,2852,3,956715889
6040,3342,3,956715910
6040,1291,3,956715942
6040,2915,4,956715942
6040,3552,2,956715942
6040,1295,4,956715942
6040,2739,2,956715942
6040,3449,3,956715966
6040,2301,4,956715966
6040,1127,3,956715988
6040,1663,2,956716016
6040,592,2,956716016
6040,2407,2,956716016
6040,1220,2,956716016
6040,2100,4,956716113
6040,2011,4,956716113
6040,1124,2,956716113
6040,2463,2,956716132
6040,2989,2,956716132
6040,2745,3,956716157
6040,3016,2,956716157
6040,2746,2,956716157
6040,2286,1,956716183
6040,2022,5,956716207
6040,2369,3,956716207
6040,2985,2,956716232
6040,2802,2,956716262
